index,gender,region_large,region_small,age,weight,height,hobbies,user_id
427,0,Zilina Region,Kysucke New Town,2X,5X,16X,traveling,468
428,0,Zilina Region,Zilina,2X,4X,16X,surfing the web,460
429,0,Banská Bystrica Region,Brezno,0X,4X,16X,swim,364
430,1,Zilina Region,Kysucke New Town,0X,6X,18X,music,461
431,0,abroad,abroad - others,0X,6X,18X,movies,515
432,0,Zilina Region,Kysucke New Town,2X,5X,16X,discotheques,450
433,0,Banská Bystrica region,ziar nad hronom,2X,7X,17X,movies,365
434,0,Zilina Region,Zilina,2X,7X,17X,nature,469
435,0,Zilina Region,Kysucke New Town,0X,7X,17X,discotheques,516
436,0,Zilina Region,Zilina,1X,7X,17X,vegetables,497
437,1,Zilina Region,Kysucke New Town,2X,10X,18X,networking,462
438,0,Banská Bystrica region,ziar nad hronom,2X,10X,18X,cooking,366
439,0,Zilina Region,Zilina,1X,5X,16X,swim,526
440,1,Zilina Region,Zilina,1X,5X,16X,discos,498
441,1,Zilina Region,Kysucke New Town,3X,9X,17X,surfing the web,463
442,0,Zilina Region,Cadca,1X,6X,16X,eating,470
443,1,Banská Bystrica Region,Brezno,2X,7X,17X,food,367
444,0,Zilina Region,Rajecke Teplice,2X,7X,17X,music,527
445,0,Zilina Region,Zilina,2X,8X,17X,photography,517
446,0,Zilina Region,Zilina,0X,4X,15X,movies,528
447,1,Zilina Region,Kysucke New Town,0X,6X,18X,music,518
448,0,Zilina Region,Kysucke New Town,1X,6X,18X,photography,484
449,1,Banská Bystrica Region,Brezno,0X,4X,16X,dancing,368
450,1,Bratislava region,Bratislava - surroundings,2X,7X,18X,hockey ball,529
451,0,Zilina Region,Zilina,2X,7X,18X,reading,499
452,0,Zilina Region,Kysucke New Town,1X,7X,17X,sleeping,519
453,0,Zilina Region,Cadca,1X,5X,16X,music,485
454,0,Zilina region,apartment,1X,5X,16X,party,530
455,0,Zilina Region,Zilina,1X,5X,17X,music,520
456,0,Zilina Region,Cadca,2X,5X,17X,traveling,500
457,0,Zilina Region,Zilina,1X,7X,16X,traveling,486
458,0,Zilina Region,Kysucke New Town,2X,5X,16X,friends,531
459,0,Zilina Region,Zilina,1X,4X,17X,sports,521
460,1,Banská Bystrica Region,Brezno,2X,9X,18X,movies,383
461,0,Zilina Region,Kysucke New Town,2X,5X,16X,dancing,487
462,0,Zilina Region,Zilina,0X,5X,16X,food,501
463,0,Zilina Region,Zilina,0X,4X,15X,hiking,532
464,0,Zilina Region,Zilina,2X,4X,15X,surfing the web,488
465,1,Banská Bystrica Region,Brezno,2X,4X,15X,sleeping,384
466,0,Zilina Region,Zilina,2X,4X,15X,music,533
467,0,Zilina Region,Zilina,1X,5X,16X,surfing the web,502
468,0,Zilina Region,Zilina,1X,5X,16X,movies,489
469,0,Zilina Region,Kysucke New Town,0X,6X,18X,sports,503
470,0,Zilina Region,Kysucke New Town,0X,0X,35X,homework,534
471,0,Zilina Region,Cadca,2X,5X,16X,movies,471
472,0,Zilina Region,Rajecke Teplice,2X,5X,16X,movies,490
473,0,Zilina Region,Kysucke New Town,2X,5X,16X,movies,535
474,0,Zilina Region,Kysucke New Town,1X,5X,16X,sports,504
475,0,Zilina region,instead,2X,5X,16X,dancing,412
476,1,Zilina Region,Zilina,0X,5X,16X,party,536
477,1,Zilina Region,Zilina,2X,9X,19X,movies,505
478,0,Zilina Region,Cadca,2X,6X,17X,music,424
479,1,Zilina Region,Zilina,0X,2X,4X,housework,537
480,0,Zilina Region,Zilina,2X,8X,17X,surfing the web,506
481,0,Zilina Region,Kysucke New Town,0X,6X,17X,sports,538
482,0,Zilina Region,Zilina,1X,6X,17X,dancing,522
483,0,Zilina Region,Cadca,1X,6X,17X,friends,507
484,0,Zilina region,apartment,0X,6X,16X,shopping,491
485,0,Zilina Region,Cadca,1X,18X,8X,traveling,523
486,0,Zilina Region,Cadca,2X,7X,17X,sports,413
487,0,Zilina Region,Cadca,0X,7X,17X,music,524
488,0,Zilina Region,Zilina,1X,7X,17X,discos,508
489,0,Zilina Region,Zilina,1X,7X,17X,party,492
490,0,Banská Bystrica region,Lucenec,2X,5X,16X,party,414
491,0,Zilina Region,Zilina,1X,5X,16X,swim,493
492,0,Zilina Region,Kysucke New Town,1X,4X,15X,movies,509
493,0,Zilina Region,Zilina,2X,9X,18X,friends,525
494,1,Zilina Region,Kysucke New Town,0X,7X,16X,hiking,464
495,1,Zilina Region,Kysucke New Town,2X,7X,16X,movies,415
496,0,Zilina Region,Zilina,2X,5X,16X,sports,510
497,0,Zilina Region,Kysucke New Town,1X,6X,18X,music,494
498,1,Zilina Region,Cadca,1X,5X,16X,traveling,465
499,0,Zilina Region,Kysucke New Town,1X,5X,16X,sleeping,416
500,0,Zilina Region,Zilina,1X,7X,18X,DJing,541
501,0,Zilina region,apartment,2X,5X,17X,dancing,556
502,1,Banská Bystrica Region,Brezno,2X,7X,17X,music,369
503,0,Zilina Region,Cadca,2X,5X,16X,music,417
504,0,Zilina Region,Kysucke New Town,1X,5X,16X,sleeping,495
505,0,Zilina Region,Zilina,2X,7X,18X,party,542
506,0,abroad,abroad - others,0X,5X,16X,the forest,557
507,1,Banská Bystrica Region,Brezno,0X,0X,19X,sowing,370
508,1,Zilina region,apartment,2X,19X,7X,reading,571
509,1,Zilina Region,Rajec,2X,6X,15X,music,586
510,0,abroad,abroad - usa,2X,6X,16X,music,543
511,1,Zilina Region,Kysucke New Town,2X,7X,17X,sleeping,418
512,0,Zilina Region,Kysucke New Town,0X,7X,17X,traveling,558
513,0,Banská Bystrica Region,Brezno,2X,3X,14X,hiking,371
514,0,Zilina Region,Zilina,2X,10X,19X,PC games,572
515,0,Zilina Region,Cadca,0X,10X,19X,cooking,419
516,0,Zilina Region,Zilina,0X,10X,19X,swim,544
517,0,Zilina Region,Zilina,1X,10X,19X,friends,559
518,0,Zilina Region,Zilina,0X,4X,16X,movies,573
519,0,Banska Bystrica Region,Banska Bystrica,2X,5X,17X,knit,372
520,1,Zilina Region,Cadca,2X,8X,18X,party,420
521,0,Zilina region,apartment,1X,0X,0X,my sweetheart,545
522,0,Zilina region,apartment,0X,12X,20X,sleeping,574
523,1,Banská Bystrica Region,Brezno,2X,8X,18X,swim,373
524,1,Zilina Region,Kysucke New Town,1X,6X,18X,discos,601
525,0,Banska Bystrica Region,Banska Bystrica,2X,8X,17X,traveling,385
526,0,Zilina Region,Cadca,2X,6X,17X,movies,546
527,0,Banská Bystrica Region,Brezno,0X,5X,16X,traveling,386
528,1,Banská Bystrica Region,Brezno,2X,8X,18X,sleeping,374
529,0,Zilina Region,Zilina,2X,8X,18X,photography,602
530,0,Zilina Region,Zilina,1X,8X,18X,reading,575
531,0,Zilina Region,Zilina,0X,7X,17X,swim,547
532,0,Banská Bystrica Region,Brezno,2X,7X,17X,music,387
533,1,Zilina Region,Zilina,1X,7X,17X,friends,548
534,0,Zilina Region,Cadca,2X,7X,17X,friends,603
535,0,Zilina Region,Kysucke New Town,1X,7X,17X,cooking,576
536,0,kosick region,spisska nova ves,1X,7X,17X,camping,388
537,0,Trencian region,Puchov,0X,5X,16X,sleeping,425
538,0,Zilina Region,Zilina,2X,5X,16X,games,604
539,0,Banska Bystrica Region,Banska Bystrica,1X,5X,16X,friends,375
540,0,Zilina Region,Zilina,0X,5X,16X,friends,577
541,0,Zilina Region,Cadca,2X,5X,16X,shopping,472
542,0,Banska Bystrica Region,Banska Bystrica,2X,5X,16X,swim,389
543,0,Zilina Region,Zilina,0X,4X,15X,sleeping,578
544,0,Zilina Region,Cadca,1X,5X,16X,surfing the web,473
545,0,Trenc region,Dubnica nad Vahom,2X,10X,19X,music,390
546,0,Zilina Region,Zilina,0X,5X,17X,music,426
547,0,Zilina Region,Zilina,1X,4X,16X,discos,549
548,0,Zilina Region,Zilina,2X,4X,16X,swim,579
549,0,Zilina Region,Rajec,1X,4X,17X,painting,474
550,0,Zilina Region,Kysucke New Town,1X,5X,16X,swim,616
551,0,Zilina Region,Zilina,0X,5X,16X,swim,580
552,0,Zilina Region,Zilina,2X,5X,17X,dancing,427
553,0,Zilina Region,Zilina,0X,5X,17X,surfing the web,550
554,0,Zilina Region,Kysucke New Town,2X,7X,17X,swim,631
555,0,Zilina Region,Zilina,0X,5X,17X,shopping ,560
556,0,abroad,abroad - Canada,2X,6X,17X,surfing the web,428
557,0,Zilina Region,Zilina,2X,7X,17X,sports,539
558,0,Zilina Region,Kysucke New Town,2X,6X,17X,shopping,617
559,0,Zilina Region,Cadca,2X,4X,15X,traveling,475
560,0,Zilina Region,Rajecke Teplice,1X,4X,15X,sports,551
561,1,Zilina Region,Kysucke New Town,0X,7X,18X,traveling,429
562,0,Zilina Region,Zilina,2X,3X,15X,shopping,540
563,0,Zilina Region,Zilina,2X,3X,15X,traveling,561
564,1,Zilina region,apartment,2X,7X,17X,reading,618
565,1,Zilina Region,Kysucke New Town,2X,9X,18X,dancing,430
566,0,Zilina region,apartment,1X,5X,16X,games,552
567,0,Zilina Region,Zilina,0X,8X,17X,reading,562
568,0,Zilina Region,Kysucke New Town,0X,4X,16X,sleeping,431
569,0,Zilina Region,Zilina,1X,6X,16X,discos,553
570,0,Zilina region,apartment,0X,6X,17X,dancing,581
571,0,Zilina Region,Zilina,2X,5X,16X,sleeping,476
572,0,Zilina Region,Zilina,2X,5X,16X,movies,619
573,1,Zilina Region,Kysucke New Town,2X,9X,18X,pc games,646
574,1,Zilina Region,Kysucke New Town,1X,6X,17X,food,582
575,0,Zilina Region,Kysucke New Town,1X,4X,15X,hiking,432
576,0,Zilina region,apartment,2X,4X,15X,sleeping,620
577,0,Zilina Region,Zilina,1X,4X,15X,movies,477
578,0,Zilina Region,Zilina,0X,4X,15X,sleeping,632
579,0,Zilina region,apartment,0X,4X,16X,food,563
580,0,Zilina Region,Cadca,0X,5X,16X,friends,554
581,0,Zilina Region,Zilina,0X,5X,16X,friends,478
582,1,Zilina Region,Zilina,2X,6X,16X,sleeping,621
583,0,Zilina Region,Zilina,2X,6X,16X,swim,583
584,0,Zilina Region,Kysucke New Town,1X,5X,16X,movies,647
585,1,Zilina Region,Kysucke New Town,0X,5X,16X,shopping,433
586,0,Zilina Region,Zilina,0X,5X,16X,dancing,633
587,0,Zilina region,instead,1X,5X,16X,photography,555
588,0,Zilina Region,Zilina,2X,5X,16X,music,479
589,1,Zilina Region,Zilina,2X,7X,17X,games,434
590,0,Zilina Region,Kysucke New Town,1X,6X,16X,sleeping,564
591,0,Zilina Region,Zilina,1X,4X,16X,photography,480
592,0,Zilinsky region,Martin,0X,7X,19X,reading,661
593,0,abroad,abroad - others,2X,5X,16X,sleeping,435
594,0,Zilina Region,Cadca,2X,5X,17X,movies,634
595,1,Zilina Region,Zilina,2X,8X,17X,food,648
596,0,Zilina Region,Zilina,2X,12X,1X,friends,622
597,1,Zilina Region,Zilina,2X,8X,16X,music,565
598,0,Zilina Region,Cadca,2X,17X,17X,friends,662
599,0,Zilina Region,Zilina,2X,6X,16X,games,584
600,0,Zilina Region,Zilina,0X,6X,16X,sports,623
601,0,Zilina Region,Zilina,1X,6X,16X,swim,676
602,0,Zilinsky region,Turzovka,1X,2X,12X,reading,691
603,0,Zilina Region,Zilina,0X,5X,17X,friends,649
604,0,abroad,abroad - others,0X,7X,17X,dancing,566
605,0,Zilina Region,Zilina,2X,5X,16X,running,677
606,0,Czech Republic,Czech Republic - Prague,2X,5X,16X,friends,663
607,0,Zilina Region,Cadca,1X,4X,15X,shopping,624
608,0,Zilina Region,Cadca,1X,7X,17X,friends,567
609,0,abroad,abroad - usa,0X,8X,18X,homework,664
610,0,Zilina Region,Kysucke New Town,1X,5X,16X,music,678
611,0,Trencian region,Povazka bystrica,0X,5X,16X,surfing the web,692
612,0,Zilina Region,Zilina,0X,5X,16X,theatre,568
613,0,Zilina Region,Kysucke New Town,0X,5X,17X,movies,665
614,0,Zilina Region,Zilina,2X,5X,17X,party,635
615,0,Zilina Region,Zilina,2X,5X,17X,sleeping,650
616,0,Zilinsky region,Turzovka,1X,7X,18X,my discos,693
617,0,Czech Republic,Czech Republic - Liberec Region,1X,8X,18X,movies,679
618,0,Kosick region,Michalovce,1X,6X,17X,PC games,666
619,0,Zilina Region,Zilina,0X,5X,17X,movies,569
620,0,Zilina Region,Zilina,0X,6X,17X,movies,667
621,0,Zilina Region,Kysucke New Town,1X,12X,20X,cross,636
622,0,Zilina Region,Zilina,1X,5X,17X,photography,680
623,0,Zilina region,apartment,2X,5X,17X,sports,651
624,0,Zilina Region,Zilina,1X,5X,17X,cooking,587
625,0,Zilina Region,Zilina,0X,5X,17X,music,637
626,0,Zilina Region,Zilina,0X,2X,19X,music,652
627,0,Zilina Region,Zilina,0X,8X,18X,discos,570
628,1,abroad,abroad - Germany,2X,8X,19X,sports,681
629,1,Zilina Region,Kysucke New Town,2X,8X,19X,photography,706
630,0,Zilina Region,Zilina,1X,8X,19X,sports,653
631,0,Zilina Region,Zilina,2X,5X,16X,shopping,588
632,0,Zilina Region,Cadca,0X,6X,17X,swim,682
633,0,Zilina Region,Kysucke New Town,1X,6X,16X,discos,654
634,0,Zilina Region,Cadca,0X,6X,16X,games,683
635,1,Zilina Region,Kysucke New Town,0X,6X,16X,climbing,707
636,0,Zilina Region,Kysucke New Town,1X,7X,18X,friends,638
637,0,Zilina Region,Zilina,2X,5X,16X,food,589
638,0,Zilina Region,Cadca,2X,5X,16X,sports,639
639,0,Zilina Region,Kysucke New Town,1X,5X,16X,shopping,655
640,0,Zilina region,instead,1X,4X,16X,movies,708
641,0,Zilina Region,Kysucke New Town,2X,6X,17X,sleeping,590
642,0,Zilina Region,Zilina,1X,5X,17X,shopping,640
643,1,Zilina Region,Kysucke New Town,1X,6X,17X,pc games,709
644,0,Zilina Region,Kysucke New Town,2X,5X,15X,friends,656
645,0,Zilina Region,Kysucke New Town,1X,7X,18X,housework,605
646,0,Zilina Region,Kysucke New Town,2X,5X,16X,music,591
647,1,Zilina Region,Zilina,2X,15X,20X,discos,641
648,0,kosick region,spisska nova ves,1X,9X,18X,surfing the web,657
649,0,Zilina Region,Kysucke New Town,2X,6X,17X,hiking,606
650,0,Zilina Region,Kysucke New Town,1X,5X,16X,music,642
651,0,Zilina Region,Zilina,2X,5X,16X,breeding,607
652,0,abroad,abroad - others,1X,5X,16X,sports,643
653,1,Zilina Region,Zilina,2X,0X,5X,cooking,592
654,0,Zilina Region,Zilina,1X,0X,5X,friends,644
655,0,Zilina Region,Zilina,2X,5X,17X,traveling,608
656,0,Zilina Region,Zilina,0X,6X,20X,music,645
657,0,abroad,abroad - australia,2X,6X,20X,sports,593
658,0,Zilina Region,Zilina,0X,6X,18X,sleeping,609
659,0,Zilina Region,Kysucke New Town,2X,5X,16X,shopping,610
660,0,Zilina Region,Zilina,2X,5X,16X,movies,594
661,0,Zilina Region,Kysucke New Town,1X,3X,3X,eating,721
662,0,Zilina Region,Zilina,2X,5X,16X,friends,611
663,1,Zilina Region,Kysucke New Town,2X,7X,17X,biting nails,722
664,1,Zilina Region,Zilina,1X,7X,17X,traveling,595
665,0,Zilina Region,Kysucke New Town,2X,7X,17X,reading,612
666,0,Zilina Region,Kysucke New Town,2X,5X,16X,movies,596
667,1,Zilina Region,Kysucke New Town,1X,8X,18X,hiking,613
668,0,Zilina Region,Kysucke New Town,0X,8X,19X,music,614
669,0,Zilina Region,Zilina,2X,4X,15X,reading,615
670,1,Zilina Region,Kysucke New Town,2X,7X,17X,games,736
671,1,Zilina Region,Kysucke New Town,2X,7X,17X,breeding,625
672,0,Zilina Region,Rajec,2X,7X,17X,movies,626
673,0,Zilina Region,Zilina,0X,9X,17X,swim,694
674,0,Zilina Region,Zilina,1X,5X,16X,dancing,597
675,1,Zilina Region,Zilina,2X,7X,17X,music,627
676,0,Zilina Region,Zilina,2X,4X,15X,dancing,585
677,0,Trnava Region,Senica,2X,5X,16X,hiking,668
678,0,Zilina Region,Zilina,0X,5X,16X,shopping,695
679,0,Zilina Region,Kysucke New Town,2X,5X,16X,shopping,628
680,0,Zilina Region,Kysucke New Town,2X,5X,17X,sleeping,598
681,0,Zilina Region,Zilina,0X,5X,17X,shopping,669
682,1,Zilina Region,Kysucke New Town,2X,8X,17X,sleeping,751
683,1,Zilina Region,Zilina,2X,9X,18X,sleeping,696
684,0,Zilina Region,Zilina,2X,8X,17X,discos,670
685,0,Zilina Region,Zilina,1X,8X,17X,shopping,629
686,0,Zilinsky region,Martin,0X,8X,17X,sleeping,697
687,0,Trencian region,Povazka bystrica,1X,5X,16X,collecting,671
688,0,Zilinsky region,Turzovka,2X,9X,18X,sleeping,630
689,1,Zilina Region,Kysucke New Town,3X,720X,175X,party,698
690,0,Zilina Region,Zilina,2X,5X,16X,friends,672
691,0,Zilina Region,Zilina,1X,5X,16X,movies,599
692,1,Zilina Region,Kysucke New Town,2X,8X,19X,music,752
693,1,Nitrian Region,Golden Moravians,2X,7X,18X,sleeping,766
694,0,Zilina Region,Kysucke New Town,0X,5X,16X,sports,600
695,0,Zilina Region,Kysucke New Town,1X,7X,16X,dancing,699
696,0,Zilina Region,Zilina,0X,7X,16X,PC games,673
697,1,Zilina Region,Cadca,2X,8X,18X,gardening,753
698,1,Kosick region,Michalovce,0X,5X,16X,swim,781
699,1,abroad,abroad - others,2X,5X,16X,music,674
700,0,Zilina Region,Zilina,2X,6X,17X,sleeping,684
701,1,Zilina Region,Zilina,2X,8X,19X,swim,754
702,0,abroad,abroad - others,0X,8X,19X,games,700
703,1,Zilina Region,Zilina,0X,7X,17X,tourism,782
704,1,Zilina Region,Kysucke New Town,2X,7X,17X,music,701
705,0,Zilina Region,Rajec,1X,5X,17X,cooking,675
706,0,abroad,abroad - usa,2X,5X,17X,breeding,685
707,0,Zilina Region,Kysucke New Town,2X,5X,16X,sports,710
708,0,Zilina Region,Zilina,2X,5X,16X,sleeping,755
709,1,Zilina Region,Zilina,2X,7X,18X,sleeping,783
710,0,Zilinsky region,Turzovka,2X,7X,18X,dancing,658
711,1,Zilina Region,Kysucke New Town,2X,7X,17X,movies,702
712,1,Zilina Region,Kysucke New Town,0X,6X,16X,surfing the web,756
713,0,Zilina Region,Durvosin,2X,6X,16X,theater,711
714,0,Zilina Region,Zilina,1X,6X,16X,music,686
715,0,Zilina Region,Zilina,1X,2X,11X,photography,784
716,0,Zilina Region,Zilina,0X,7X,17X,sports,703
717,0,Zilina Region,Kysucke New Town,1X,5X,16X,reading,757
718,1,Zilina Region,Kysucke New Town,2X,9X,18X,reading,712
719,0,Zilina Region,Zilina,2X,0X,154689X,friends,659
720,1,Zilina Region,Zilina,0X,6X,18X,sleeping,785
721,1,Zilina Region,Kysucke New Town,0X,8X,17X,movies,704
722,0,Zilina Region,Zilina,1X,6X,17X,dancing,687
723,1,Zilina Region,Kysucke New Town,2X,6X,17X,swim,713
724,1,Zilina Region,Zilina,2X,7X,18X,party,758
725,0,Zilina region,apartment,2X,6X,16X,food,786
726,1,Zilina Region,Zilina,2X,6X,17X,party,660
727,0,Zilina Region,Zilina,1X,9X,18X,party,705
728,0,abroad,abroad - usa,1X,7X,18X,movies,688
729,1,Zilina Region,Kysucke New Town,1X,3X,15X,sleeping,759
730,0,Zilina Region,Cadca,0X,4X,16X,hiking,689
731,1,Nitrian region,Sahy,2X,8X,18X,music,796
732,0,Zilina Region,Kysucke New Town,0X,5X,17X,party,723
733,1,Zilina Region,Kysucke New Town,2X,8X,19X,reading,714
734,0,Zilina Region,Zilina,2X,8X,19X,discos,811
735,1,Zilina region,apartment,2X,8X,19X,cooking,787
736,1,abroad,abroad - australia,2X,9X,18X,traveling,724
737,0,Zilina Region,Kysucke New Town,2X,5X,16X,discos,760
738,0,Zilina Region,Cadca,1X,5X,16X,movies,690
739,1,Banská Bystrica Region,elected,2X,5X,16X,sports,812
740,1,Zilinsky region,Martin,1X,7X,18X,housework,767
741,1,Zilina Region,Kysucke New Town,2X,6X,17X,games,715
742,1,Zilina Region,Zilina,2X,7X,19X,sports,797
743,1,Trencian region,Myjava,2X,8X,17X,discos,788
744,0,abroad,abroad - others,2X,7X,17X,shopping,725
745,0,Zilina Region,Zilina,2X,7X,17X,friends,813
746,0,Zilina Region,Kysucke New Town,1X,3X,15X,basketball,726
747,1,Zilina Region,Kysucke New Town,2X,7X,18X,reading,716
748,0,Zilina Region,Kysucke New Town,0X,5X,16X,friends,789
749,1,Zilina Region,Kysucke New Town,2X,8X,18X,photography,814
750,1,Zilina Region,Zilina,0X,8X,18X,food,727
751,1,abroad,abroad - others,2X,8X,18X,games,790
752,1,Trnava region,Trnava,0X,8X,18X,games,826
753,1,Zilina Region,Zilina,2X,8X,18X,traveling,728
754,0,Zilina Region,Kysucke New Town,2X,5X,16X,swim,815
755,1,Banská Bystrica Region,elected,2X,9X,19X,traveling,791
756,1,Banská Bystrica Region,elected,0X,5X,16X,discos,827
757,0,Zilina region,instead,0X,7X,18X,friends,717
758,0,Zilina Region,Kysucke New Town,0X,6X,19X,party,729
759,1,Zilina Region,Zilina,2X,7X,17X,hiking,816
760,1,Zilina Region,Zilina,2X,7X,17X,hiking,828
761,0,Zilina Region,Zilina,2X,7X,17X,sleeping,718
762,1,Zilinsky region,Martin,2X,7X,17X,movies,730
763,1,Zilina Region,Zilina,2X,7X,18X,sports,817
764,1,abroad,abroad - others,0X,7X,17X,friends,792
765,0,Zilina Region,Zilina,2X,5X,16X,camping,719
766,0,Zilina region,apartment,2X,5X,16X,housework,793
767,0,Zilina Region,Kysucke New Town,2X,5X,16X,surfing the web,737
768,0,Zilina region,apartment,2X,5X,16X,party,818
769,0,Zilina Region,Kysucke New Town,2X,5X,16X,cooking,731
770,0,Zilina Region,Kysucke New Town,2X,5X,16X,my friends,720
771,1,Trencian region,Povazka bystrica,2X,6X,17X,hiking,794
772,1,Zilina Region,Kysucke New Town,2X,5X,17X,friends,829
773,0,Zilina Region,Kysucke New Town,2X,4X,15X,sleeping,738
774,1,Zilina Region,Kysucke New Town,2X,6X,17X,music,819
775,0,Zilina Region,Zilina,2X,5X,16X,sleeping,830
776,1,Zilina Region,Kysucke New Town,0X,8X,18X,hiking,739
777,1,Zilina Region,Kysucke New Town,0X,5X,15X,surfing the web,841
778,0,Zilina Region,Zilina,2X,5X,15X,music,820
779,1,Zilina Region,Zilina,2X,5X,15X,media. radio,842
780,0,Zilina Region,Zilina,2X,5X,15X,cooking,740
781,1,Zilina Region,Cadca,2X,7X,17X,surfing the web,741
782,1,Zilina Region,Zilina,2X,8X,19X,sports,843
783,1,Trenc region,partisan,2X,4X,16X,hacking,821
784,1,Zilina Region,Kysucke New Town,2X,9X,19X,cooking,742
785,0,Zilina Region,Zilina,0X,9X,19X,friends,844
786,1,Zilina Region,Kysucke New Town,1X,5X,17X,dancing,822
787,1,abroad,abroad - others,0X,7X,17X,sports,845
788,1,Trencian region,Povazka bystrica,2X,8X,17X,hiking,823
789,1,Presov region,Presov,2X,6X,17X,games,846
790,1,Trnava region,Trnava,1X,6X,17X,games,824
791,0,Zilina Region,Kysucke New Town,0X,5X,16X,swim,732
792,1,Zilina Region,Zilina,2X,7X,19X,friends,856
793,1,Zilina Region,Trstena,2X,6X,17X,games,831
794,1,Presov region,old lubovna,2X,6X,17X,surfing the web,857
795,0,Zilina Region,Kysucke New Town,1X,6X,17X,friends,847
796,1,Zilina Region,Kysucke New Town,2X,720X,175X,housework,825
797,0,Zilina Region,Kysucke New Town,2X,8X,18X,movies,832
798,0,Zilina Region,Zilina,3X,5X,17X,determination,871
799,0,Zilina Region,Kysucke New Town,2X,5X,17X,games,858
800,1,Zilina Region,Rajec,0X,10X,18X,sports,859
801,1,Zilina Region,Zilina,1X,6X,18X,sports,848
802,0,abroad,abroad - usa,2X,7X,17X,sleeping,833
803,1,Zilina Region,Kysucke New Town,1X,3X,15X,hiking,860
804,1,Bratislava region,Bratislava - surroundings,1X,7X,18X,hiking,834
805,0,Zilina Region,Zilina,2X,4X,16X,friends,872
806,1,Zilina region,apartment,2X,7X,18X,sports,835
807,0,Zilina Region,Zilina,1X,7X,18X,games,873
808,1,Zilina Region,Zilina,1X,7X,18X,movies,849
809,1,abroad,abroad - usa,0X,5X,16X,reading,836
810,1,Zilina Region,Kysucke New Town,1X,5X,16X,movies,768
811,1,Zilina Region,Kysucke New Town,2X,6X,18X,surfing the web,761
812,0,Zilina Region,Kysucke New Town,2X,6X,16X,sleeping,861
813,1,Zilina Region,Zilina,0X,7X,17X,traveling,837
814,1,Zilina Region,Zilina,2X,7X,17X,seeding,874
815,0,Zilina Region,Zilina,2X,5X,17X,movies,798
816,0,Zilina Region,Zilina,2X,4X,16X,food,862
817,0,Zilina Region,Zilina,2X,5X,16X,sleeping,875
818,0,Zilina Region,Kysucke New Town,0X,4X,17X,friends,769
819,1,Zilina Region,Zilina,2X,7X,18X,party,838
820,1,Zilinsky region,Martin,0X,7X,17X,everything,850
821,1,Zilina Region,Zilina,2X,7X,18X,movies,799
822,1,Zilina Region,Zilina,2X,5X,16X,cooking,851
823,1,Zilina Region,Rajecke Teplice,2X,9X,19X,movies,863
824,1,Zilina Region,Zilina,0X,9X,19X,movies,839
825,0,Zilina Region,Kysucke New Town,1X,9X,19X,working with PC,762
826,0,Zilina region,apartment,2X,5X,16X,friends,800
827,1,Zilina Region,Zilina,0X,5X,16X,discos,840
828,0,abroad,abroad - australia,1X,5X,16X,traveling,864
829,0,Zilina Region,Kysucke New Town,2X,4X,16X,music,876
830,0,Zilina Region,Zilina,0X,4X,16X,swim,763
